Date,Time,Transaction Number,Item 1,Item 2,Item 3
1/7/2017,13:00:19,4081,Coffee,CaramelBites,Tea
1/7/2017,13:01:46,4082,Hot chocolate,Juice,Chocolates
1/7/2017,13:01:46,4083,Tea,Hot chocolate,Juice
1/7/2017,13:18:26,4084,Coffee,Cookies,Mineral water
1/7/2017,13:34:30,4085,Coffee,Tea,Mineral water
1/7/2017,13:53:24,4086,Coffee,Mineral water,Coffee
1/7/2017,13:53:24,4087,Coffee,Hot chocolate,Chocolates
1/7/2017,14:12:39,4088,Tea,Hot chocolate,Juice
1/7/2017,14:12:39,4089,Hot chocolate,Hot chocolate,Juice
1/7/2017,14:12:39,4090,Coffee,Coffee,Brownie
1/7/2017,14:22:46,4091,Coffee,Brownie,CaramelBites
1/7/2017,14:22:46,4092,Tea,Cookies,Juice
1/7/2017,14:25:32,4093,Tea,Cake,Chocolates
1/7/2017,14:25:32,4094,Coffee,Cookies,Tea
1/7/2017,14:27:17,4095,Coffee,Cookies,Tea
1/7/2017,14:27:17,4096,Coffee,Cake,Chocolates
1/7/2017,14:29:01,4097,Coffee,Cookies,Tea
1/7/2017,14:31:10,4098,Tea,Brownie,Tea
1/7/2017,14:38:01,4099,Coffee,Juice,Chocolates
1/7/2017,14:38:01,4100,Coffee,Brownie,Coffee
1/7/2017,14:44:21,4101,Coffee,Mineral water,CaramelBites
1/7/2017,14:44:21,4102,Coffee,Coffee,Cake
1/7/2017,14:54:50,4103,Coffee,Juice,Hot chocolate
1/7/2017,15:05:11,4104,Tea,Cake,Hot chocolate
1/7/2017,15:14:26,4105,Tea,Tea,Cake
1/7/2017,15:22:01,4106,Tea,Juice,Brownie
1/7/2017,15:23:35,4107,Tea,CaramelBites,Tea
1/7/2017,15:34:23,4108,Coffee,Cake,Cake
1/7/2017,15:34:23,4109,Hot chocolate,Tea,Juice
1/7/2017,15:34:23,4110,Cake,CaramelBites,Hot chocolate
1/7/2017,15:38:18,4111,Coffee,Chocolates,CaramelBites
1/7/2017,15:44:28,4112,Coffee,Cookies,Brownie
1/7/2017,15:44:28,4113,Coffee,Chocolates,Cookies
1/7/2017,15:54:09,4114,Tea,Juice,Coffee
1/7/2017,15:54:09,4115,Coffee,Cookies,Tea
1/7/2017,16:03:33,4116,Coffee,Cookies,Mineral water
1/7/2017,16:03:33,4117,Coffee,Mineral water,Mineral water
1/7/2017,16:03:33,4118,Cake,Chocolates,Tea
1/7/2017,16:05:06,4119,Tea,Chocolates,Tea
1/7/2017,16:15:28,4120,Cake,Juice,CaramelBites
1/7/2017,16:39:46,4121,Coffee,Coffee,Brownie
1/8/2017,9:03:52,4122,Coffee,Hot chocolate,Juice
1/8/2017,10:15:15,4123,Coffee,Mineral water,Tea
1/8/2017,11:14:35,4124,Coffee,CaramelBites,Brownie
1/8/2017,11:38:39,4125,Coffee,Brownie,Hot chocolate
1/8/2017,12:00:54,4126,Tea,Hot chocolate,Tea
1/8/2017,12:07:41,4127,Coffee,Cookies,Cookies
1/8/2017,12:07:41,4128,Hot chocolate,Brownie,Tea
1/8/2017,12:16:42,4129,Coffee,Mineral water,CaramelBites
1/8/2017,12:19:31,4130,Tea,Tea,Cookies
1/8/2017,12:30:06,4131,Coffee,Mineral water,Mineral water
1/8/2017,12:31:42,4132,Coffee,CaramelBites,Chocolates
1/8/2017,12:46:16,4133,Coffee,Brownie,Mineral water
1/8/2017,12:46:16,4134,Coffee,Hot chocolate,Tea
1/8/2017,12:59:04,4135,Coffee,CaramelBites,Hot chocolate
1/8/2017,13:07:02,4136,Coffee,Cookies,Mineral water
1/8/2017,13:13:07,4137,Cake,Chocolates,CaramelBites
1/8/2017,13:23:39,4138,Tea,Cake,Juice
1/8/2017,13:30:42,4139,Coffee,Cookies,Coffee
1/8/2017,13:30:42,4140,Coffee,Coffee,Brownie
1/8/2017,13:30:42,4141,Hot chocolate,Mineral water,Mineral water
1/8/2017,13:30:42,4142,Hot chocolate,Hot chocolate,Coffee
1/8/2017,13:30:42,4143,Cookies,Brownie,Juice
1/8/2017,13:39:04,4144,Coffee,Tea,Cake
1/8/2017,13:55:05,4145,Coffee,Brownie,Chocolates
1/8/2017,13:55:05,4146,Cake,Cookies,Mineral water
1/8/2017,14:03:23,4147,Coffee,Tea,Juice
1/8/2017,14:05:58,4148,Coffee,Cookies,Cookies
1/8/2017,14:05:58,4149,Coffee,Chocolates,Brownie
1/8/2017,14:14:21,4150,Coffee,Mineral water,Brownie
1/8/2017,14:14:21,4151,Coffee,Mineral water,Brownie
1/8/2017,14:15:19,4152,Coffee,Hot chocolate,Chocolates
1/8/2017,14:15:19,4153,Coffee,Brownie,Coffee
1/8/2017,14:37:47,4154,Coffee,Juice,Juice
1/8/2017,14:37:47,4155,Coffee,Hot chocolate,Tea
1/8/2017,14:40:29,4156,Coffee,Brownie,Mineral water
1/8/2017,14:40:29,4157,Cake,CaramelBites,Chocolates
1/8/2017,14:56:51,4158,Tea,CaramelBites,Hot chocolate
1/8/2017,14:57:23,4159,Juice,Coffee,Brownie
1/8/2017,15:11:56,4160,Coffee,Tea,CaramelBites
1/8/2017,15:21:04,4161,Tea,Juice,Cookies
1/8/2017,15:21:04,4162,Hot chocolate,CaramelBites,CaramelBites
1/9/2017,8:51:45,4163,Coffee,Hot chocolate,Hot chocolate
1/9/2017,9:18:34,4164,Tea,Brownie,CaramelBites
1/9/2017,9:40:09,4165,Juice,Cookies,Tea
1/9/2017,9:41:42,4166,Coffee,Juice,Cookies
1/9/2017,9:43:35,4167,Coffee,CaramelBites,Tea
1/9/2017,10:04:20,4168,Coffee,Juice,Coffee
1/9/2017,10:04:20,4169,Cookies,Cake,Cake
1/9/2017,10:04:20,4170,Coffee,Chocolates,Mineral water
1/9/2017,10:09:31,4171,Coffee,Chocolates,Coffee
1/9/2017,10:09:31,4172,Coffee,Juice,Coffee
1/9/2017,10:13:37,4173,Coffee,Cookies,Tea
1/9/2017,10:13:37,4174,Coffee,Juice,Cake
1/9/2017,10:18:51,4175,Coffee,Cookies,Mineral water
1/9/2017,10:28:58,4176,Coffee,Cookies,Chocolates
1/9/2017,10:28:58,4177,Coffee,CaramelBites,Mineral water
1/9/2017,11:00:24,4178,Coffee,Chocolates,Tea
1/9/2017,11:00:24,4179,Tea,Brownie,Mineral water
1/9/2017,11:03:07,4180,Juice,Brownie,Mineral water
1/9/2017,11:11:56,4181,Coffee,Mineral water,Brownie
1/9/2017,11:30:18,4182,Coffee,Brownie,Mineral water
1/9/2017,11:30:18,4183,Coffee,Tea,Coffee
1/9/2017,11:30:18,4184,Cookies,Brownie,Cake
1/9/2017,11:36:45,4185,Tea,Juice,CaramelBites
1/9/2017,11:36:45,4186,Coffee,Coffee,Hot chocolate
1/9/2017,11:55:19,4187,Coffee,Juice,Chocolates
1/9/2017,12:02:45,4188,Juice,Coffee,Hot chocolate
1/9/2017,12:38:55,4189,Coffee,Cake,Mineral water
1/9/2017,12:39:06,4190,Coffee,Hot chocolate,Cake
1/9/2017,12:57:18,4191,Coffee,Tea,Tea
1/9/2017,12:57:18,4192,Tea,Tea,Hot chocolate
1/9/2017,12:57:18,4193,Cake,Hot chocolate,Coffee
1/9/2017,13:00:30,4194,Coffee,Hot chocolate,Chocolates
1/9/2017,13:17:37,4195,Coffee,Juice,Mineral water
1/9/2017,13:39:04,4196,Tea,Brownie,Coffee
1/9/2017,13:40:31,4197,Coffee,CaramelBites,CaramelBites
1/9/2017,14:00:11,4198,Tea,Coffee,CaramelBites
1/9/2017,14:30:11,4199,Coffee,Brownie,Juice
1/9/2017,14:48:23,4200,Cake,Coffee,Mineral water
1/9/2017,14:52:01,4201,Coffee,Mineral water,Juice
1/9/2017,14:52:01,4202,Coffee,Brownie,Tea
1/9/2017,14:52:01,4203,Cake,Cake,Coffee
1/9/2017,15:13:04,4204,Coffee,Cake,Mineral water
1/9/2017,15:13:04,4205,Tea,Mineral water,Hot chocolate
1/9/2017,15:57:35,4206,Tea,Coffee,Chocolates
1/9/2017,16:28:56,4207,Tea,Cookies,Hot chocolate
1/9/2017,16:28:56,4208,Cookies,Chocolates,CaramelBites
1/10/2017,9:02:15,4209,Coffee,Mineral water,CaramelBites
1/10/2017,9:44:32,4210,Coffee,CaramelBites,Cookies
1/10/2017,9:57:32,4211,Tea,CaramelBites,Hot chocolate
1/10/2017,9:57:32,4212,Cookies,Cookies,Hot chocolate
1/10/2017,10:04:39,4213,Coffee,Coffee,Hot chocolate
1/10/2017,10:52:29,4214,Hot chocolate,Tea,Chocolates
1/10/2017,10:58:34,4215,Coffee,Chocolates,Brownie
1/10/2017,10:58:34,4216,Cake,Chocolates,Juice
1/10/2017,11:37:18,4217,Tea,Hot chocolate,Cookies
1/10/2017,11:56:59,4218,Coffee,Cake,Chocolates
1/10/2017,11:57:35,4219,Coffee,Cookies,Hot chocolate
1/10/2017,11:58:18,4220,Coffee,Cookies,Brownie
1/10/2017,12:13:54,4221,Coffee,Chocolates,Juice
1/10/2017,12:13:54,4222,Cake,Juice,Coffee
1/10/2017,12:21:00,4223,Coffee,Hot chocolate,Coffee
1/10/2017,12:30:51,4224,Coffee,Chocolates,CaramelBites
1/10/2017,12:39:26,4225,Tea,Tea,Tea
1/10/2017,12:44:54,4226,Coffee,Hot chocolate,Cake
1/10/2017,13:03:09,4227,Coffee,Hot chocolate,Tea
1/10/2017,13:19:39,4228,Tea,Hot chocolate,Hot chocolate
1/10/2017,13:19:39,4229,Tea,Juice,Coffee
1/10/2017,13:44:03,4230,Cake,Brownie,Cookies
1/10/2017,13:45:01,4231,Coffee,CaramelBites,Hot chocolate
1/10/2017,13:47:51,4232,Cake,Chocolates,Juice
1/10/2017,13:47:51,4233,Cake,Chocolates,Hot chocolate
1/10/2017,14:07:16,4234,Coffee,Coffee,Coffee
1/10/2017,14:07:16,4235,Tea,Mineral water,Coffee
1/10/2017,14:40:57,4236,Coffee,Cake,Chocolates
1/10/2017,15:05:33,4237,Coffee,Tea,CaramelBites
1/10/2017,15:05:33,4238,Cake,Tea,CaramelBites
1/10/2017,15:31:37,4239,Coffee,CaramelBites,Chocolates
1/10/2017,15:54:09,4240,Coffee,Tea,Coffee
1/10/2017,15:56:56,4241,Tea,Mineral water,Coffee
1/11/2017,8:19:48,4242,Coffee,Coffee,Cookies
1/11/2017,8:19:48,4243,Coffee,Juice,Brownie
1/11/2017,9:09:53,4244,Hot chocolate,Cookies,CaramelBites
1/11/2017,9:09:53,4245,Coffee,Mineral water,Juice
1/11/2017,9:39:52,4246,Coffee,Tea,Chocolates
1/11/2017,9:49:01,4247,Tea,Juice,Coffee
1/11/2017,9:56:06,4248,Coffee,Tea,Coffee
1/11/2017,10:27:12,4249,Coffee,CaramelBites,Chocolates
1/11/2017,10:40:30,4250,Coffee,Hot chocolate,Juice
1/11/2017,10:41:40,4251,Hot chocolate,Cake,Juice
1/11/2017,10:41:40,4252,Coffee,Cake,Chocolates
1/11/2017,10:42:03,4253,Coffee,Coffee,Chocolates
1/11/2017,10:43:23,4254,Tea,Chocolates,Hot chocolate
1/11/2017,10:44:56,4255,Cookies,Hot chocolate,Coffee
1/11/2017,10:52:36,4256,Coffee,Cookies,Coffee
1/11/2017,10:52:36,4257,Coffee,Brownie,Brownie
1/11/2017,11:02:23,4258,Coffee,Tea,Juice
1/11/2017,11:08:02,4259,Coffee,Hot chocolate,Coffee
1/11/2017,11:08:02,4260,Coffee,Coffee,Brownie
1/11/2017,11:12:05,4261,Hot chocolate,CaramelBites,Chocolates
1/11/2017,11:12:05,4262,Coffee,Coffee,Hot chocolate
1/11/2017,11:33:07,4263,Coffee,Hot chocolate,Hot chocolate
1/11/2017,12:12:23,4264,Coffee,Hot chocolate,Juice
1/11/2017,12:31:13,4265,Coffee,CaramelBites,Hot chocolate
1/11/2017,12:31:13,4266,Coffee,Chocolates,Hot chocolate
1/11/2017,13:06:54,4267,Cake,CaramelBites,Tea
1/11/2017,13:32:00,4268,Tea,Juice,Cookies
1/11/2017,14:05:19,4269,Coffee,Tea,Cake
1/11/2017,14:15:37,4270,Cake,Brownie,Chocolates
1/11/2017,14:27:15,4271,Cake,Hot chocolate,Cake
1/11/2017,14:27:15,4272,Coffee,Coffee,Hot chocolate
1/11/2017,14:27:15,4273,Tea,Coffee,Mineral water
1/11/2017,14:39:59,4274,Coffee,Hot chocolate,Mineral water
1/11/2017,14:39:59,4275,Coffee,Coffee,Brownie
1/11/2017,14:55:01,4276,Cake,Cookies,CaramelBites
1/11/2017,15:01:42,4277,Tea,Cookies,Juice
1/11/2017,15:35:36,4278,Coffee,Juice,Hot chocolate
1/11/2017,15:35:36,4279,Cake,Tea,Hot chocolate
1/11/2017,15:42:24,4280,Coffee,Tea,Brownie
1/11/2017,15:49:43,4281,Coffee,Coffee,Hot chocolate
1/11/2017,15:49:43,4282,Cake,Chocolates,CaramelBites
1/11/2017,15:50:41,4283,Coffee,Juice,Cake
1/11/2017,16:46:41,4284,Hot chocolate,Mineral water,Mineral water
1/11/2017,16:46:41,4285,Hot chocolate,Cookies,Brownie
1/11/2017,16:58:08,4286,Tea,Chocolates,Mineral water
1/11/2017,16:58:08,4287,Cookies,Cake,Coffee
1/11/2017,16:58:08,4288,Cake,Coffee,Brownie
1/12/2017,7:58:41,4289,Coffee,Chocolates,Mineral water
1/12/2017,9:07:32,4290,Tea,Mineral water,Cookies
1/12/2017,9:26:58,4291,Coffee,CaramelBites,Cookies
1/12/2017,9:39:19,4292,Coffee,Cake,Juice
1/12/2017,9:41:41,4293,Coffee,Coffee,Brownie
1/12/2017,9:47:34,4294,Tea,Chocolates,Juice
1/12/2017,9:47:34,4295,Coffee,Cookies,Tea
1/12/2017,9:48:10,4296,Cookies,Tea,Juice
1/12/2017,9:51:12,4297,Coffee,Chocolates,CaramelBites
1/12/2017,10:24:03,4298,Juice,Juice,Chocolates
1/12/2017,10:31:29,4299,Cake,Tea,Mineral water
1/12/2017,10:31:29,4300,Coffee,Chocolates,Cake
1/12/2017,10:31:29,4301,Tea,Hot chocolate,Brownie
1/12/2017,10:49:49,4302,Hot chocolate,Mineral water,Hot chocolate
1/12/2017,10:55:57,4303,Coffee,Cookies,Cake
1/12/2017,11:02:45,4304,Cookies,Coffee,Tea
1/12/2017,11:02:45,4305,Coffee,Coffee,Cookies
1/12/2017,11:06:00,4306,Coffee,Cake,Chocolates
1/12/2017,11:06:00,4307,Tea,Hot chocolate,Cake
1/12/2017,11:06:00,4308,Cake,Chocolates,Coffee
1/12/2017,11:08:22,4309,Coffee,Cookies,Juice
1/12/2017,11:08:22,4310,Coffee,Hot chocolate,CaramelBites
1/12/2017,11:14:43,4311,Coffee,CaramelBites,Cake
1/12/2017,11:20:05,4312,Tea,CaramelBites,Hot chocolate
1/12/2017,11:22:01,4313,Coffee,CaramelBites,Cake
1/12/2017,11:22:01,4314,Coffee,Hot chocolate,Cake
1/12/2017,11:30:44,4315,Tea,Brownie,Hot chocolate
1/12/2017,11:42:40,4316,Coffee,CaramelBites,CaramelBites
1/12/2017,11:44:22,4317,Cake,Coffee,Cookies
1/12/2017,11:50:14,4318,Coffee,Coffee,Coffee
1/12/2017,11:53:56,4319,Coffee,Juice,Cake
1/12/2017,11:56:30,4320,Cookies,Juice,Tea
1/12/2017,12:30:43,4321,Tea,Coffee,Brownie
1/12/2017,15:16:10,4322,Coffee,Hot chocolate,Cake
1/12/2017,15:25:38,4323,Coffee,Cookies,Cake
1/12/2017,15:44:11,4324,Coffee,Hot chocolate,Tea
1/12/2017,15:44:11,4325,Coffee,Hot chocolate,Mineral water
1/12/2017,15:47:27,4326,Tea,CaramelBites,Mineral water
1/12/2017,16:01:31,4327,Coffee,Coffee,CaramelBites
1/13/2017,9:03:20,4328,Tea,CaramelBites,Chocolates
1/13/2017,9:35:08,4329,Hot chocolate,CaramelBites,Hot chocolate
1/13/2017,9:35:08,4330,Coffee,Juice,Mineral water
1/13/2017,9:49:54,4331,Coffee,CaramelBites,Coffee
1/13/2017,9:49:54,4332,Coffee,CaramelBites,Tea
1/13/2017,9:49:54,4333,Coffee,Chocolates,Mineral water
1/13/2017,10:41:00,4334,Coffee,Cake,Tea
1/13/2017,10:41:00,4335,Coffee,Coffee,Mineral water
1/13/2017,10:41:00,4336,Coffee,Cake,Brownie
1/13/2017,10:41:00,4337,Cake,Hot chocolate,Brownie
1/13/2017,10:41:00,4338,Cookies,Brownie,Coffee
1/13/2017,11:10:07,4339,Coffee,Cookies,CaramelBites
1/13/2017,11:16:38,4340,Coffee,Cookies,Coffee
1/13/2017,11:48:57,4341,Coffee,Chocolates,Brownie
1/13/2017,11:55:56,4342,Coffee,Cookies,CaramelBites
1/13/2017,11:57:40,4343,Coffee,CaramelBites,Hot chocolate
1/13/2017,12:05:56,4344,Coffee,Mineral water,Cake
1/13/2017,12:05:56,4345,Coffee,Cake,Tea
1/13/2017,12:05:56,4346,Juice,Brownie,Cookies
1/13/2017,12:12:05,4347,Coffee,Coffee,Cake
1/13/2017,12:13:18,4348,Coffee,Tea,Brownie
1/13/2017,12:17:54,4349,Coffee,Brownie,Juice
1/13/2017,12:37:14,4350,Hot chocolate,CaramelBites,Hot chocolate
1/13/2017,12:39:06,4351,Coffee,Coffee,Cookies
1/13/2017,12:56:49,4352,Cake,Cake,Cookies
1/13/2017,12:56:49,4353,Coffee,Tea,Cookies
1/13/2017,12:56:49,4354,Coffee,Mineral water,Tea
1/13/2017,12:57:20,4355,Coffee,Juice,CaramelBites
1/13/2017,12:58:59,4356,Coffee,Mineral water,Hot chocolate
1/13/2017,12:58:59,4357,Cake,CaramelBites,Cookies
1/13/2017,13:12:30,4358,Coffee,Juice,CaramelBites
1/13/2017,13:26:52,4359,Tea,Chocolates,Coffee
1/13/2017,13:49:48,4360,Coffee,Cake,CaramelBites
1/13/2017,14:01:18,4361,Coffee,Cake,Juice
1/13/2017,14:05:38,4362,Tea,Brownie,CaramelBites
1/13/2017,14:05:38,4363,Coffee,Juice,CaramelBites
1/13/2017,14:16:14,4364,Tea,Tea,CaramelBites
1/13/2017,14:16:14,4365,Coffee,Chocolates,Brownie
1/13/2017,14:26:26,4366,Cake,Juice,Mineral water
1/13/2017,14:26:26,4367,Coffee,Cake,Mineral water
1/13/2017,14:53:36,4368,Coffee,Juice,CaramelBites
1/13/2017,15:04:27,4369,Tea,Tea,Hot chocolate
1/13/2017,15:09:25,4370,Brownie,CaramelBites,Brownie
1/13/2017,15:09:25,4371,Coffee,Cake,Cookies
1/13/2017,15:50:04,4372,Tea,Tea,Cookies
1/13/2017,15:58:49,4373,Tea,Chocolates,Brownie
1/13/2017,16:08:40,4374,Coffee,Tea,Brownie
1/13/2017,16:08:40,4375,Tea,Juice,Coffee
1/13/2017,16:08:40,4376,Cake,Tea,Mineral water
1/13/2017,16:12:48,4377,Coffee,Juice,CaramelBites
1/13/2017,16:12:48,4378,Cake,Cookies,Hot chocolate
1/13/2017,16:40:01,4379,Hot chocolate,Hot chocolate,Mineral water
1/13/2017,17:04:08,4380,Tea,Mineral water,Hot chocolate
1/13/2017,17:04:08,4381,Hot chocolate,Tea,Tea
1/13/2017,17:04:08,4382,Cookies,Cookies,Mineral water
1/14/2017,9:07:21,4383,Coffee,CaramelBites,Cookies
1/14/2017,9:07:21,4384,Coffee,Cake,CaramelBites
1/14/2017,9:09:40,4385,Coffee,Coffee,CaramelBites
1/14/2017,9:37:51,4386,Tea,Chocolates,Chocolates
1/14/2017,9:37:51,4387,Cookies,Chocolates,Cake
1/14/2017,9:37:51,4388,Brownie,Brownie,Juice
1/14/2017,9:37:51,4389,Coffee,Chocolates,Cookies
1/14/2017,9:43:10,4390,Coffee,Juice,CaramelBites
1/14/2017,9:45:45,4391,Coffee,Coffee,Hot chocolate
1/14/2017,9:50:07,4392,Hot chocolate,Tea,Tea
1/14/2017,9:51:00,4393,Hot chocolate,Chocolates,CaramelBites
1/14/2017,9:52:07,4394,Hot chocolate,Cake,CaramelBites
1/14/2017,9:59:31,4395,Coffee,Cake,Juice
1/14/2017,9:59:31,4396,Cookies,Brownie,Hot chocolate
1/14/2017,10:04:21,4397,Coffee,Juice,Tea
1/14/2017,10:19:46,4398,Brownie,Tea,Coffee
1/14/2017,10:31:32,4399,Coffee,Tea,Juice
1/14/2017,10:42:40,4400,Coffee,Cake,Brownie
1/14/2017,10:42:40,4401,Hot chocolate,Mineral water,CaramelBites
1/14/2017,10:47:13,4402,Coffee,Juice,Mineral water
1/14/2017,10:55:30,4403,Cake,Tea,Tea
1/14/2017,11:07:54,4404,Coffee,Chocolates,Mineral water
1/14/2017,11:07:54,4405,Coffee,Chocolates,CaramelBites
1/14/2017,11:07:54,4406,Cookies,Cake,Brownie
1/14/2017,11:17:29,4407,Coffee,Brownie,Brownie
1/14/2017,11:17:29,4408,Coffee,Tea,Mineral water
1/14/2017,11:17:29,4409,Cake,Cake,Cookies
1/14/2017,11:26:23,4410,Coffee,Chocolates,Mineral water
1/14/2017,11:32:01,4411,Tea,Cake,Cake
1/14/2017,11:33:09,4412,Coffee,Mineral water,Chocolates
1/14/2017,11:36:11,4413,Coffee,Brownie,CaramelBites
1/14/2017,11:36:11,4414,Coffee,Coffee,Coffee
1/14/2017,11:36:11,4415,Hot chocolate,Tea,Mineral water
1/14/2017,11:39:45,4416,Coffee,Mineral water,Cake
1/14/2017,11:39:45,4417,Coffee,Chocolates,CaramelBites
1/14/2017,11:39:45,4418,Tea,CaramelBites,Tea
1/14/2017,11:47:54,4419,Coffee,Juice,Coffee
1/14/2017,11:49:58,4420,Hot chocolate,Cookies,Cake
1/14/2017,11:49:58,4421,Coffee,Mineral water,Coffee
1/14/2017,11:49:58,4422,Cookies,Tea,Cake
1/14/2017,12:23:26,4423,Coffee,Juice,CaramelBites
1/14/2017,12:26:29,4424,Cake,Chocolates,Cookies
1/14/2017,12:26:29,4425,Hot chocolate,Mineral water,Cookies
1/14/2017,12:26:29,4426,Coffee,Hot chocolate,Mineral water
1/14/2017,12:29:21,4427,Cake,Brownie,CaramelBites
1/14/2017,12:32:31,4428,Coffee,Chocolates,Mineral water
1/14/2017,12:35:24,4429,Coffee,Coffee,Mineral water
1/14/2017,12:36:28,4430,Tea,Mineral water,Brownie
1/14/2017,12:36:53,4431,Coffee,Chocolates,Mineral water
1/14/2017,12:38:56,4432,Coffee,Cake,CaramelBites
1/14/2017,12:38:56,4433,Coffee,CaramelBites,Chocolates
1/14/2017,12:42:30,4434,Tea,Cake,Chocolates
1/14/2017,12:43:37,4435,Tea,Hot chocolate,Hot chocolate
1/14/2017,12:53:30,4436,Coffee,Mineral water,Cake
1/14/2017,12:53:30,4437,Tea,Brownie,CaramelBites
1/14/2017,12:55:14,4438,Coffee,Cookies,Coffee
1/14/2017,12:55:14,4439,Tea,Cake,Chocolates
1/14/2017,12:55:14,4440,Tea,Brownie,Brownie
1/14/2017,12:55:14,4441,Cake,Brownie,Brownie
1/14/2017,13:45:41,4442,Hot chocolate,Coffee,Mineral water
1/14/2017,13:48:20,4443,Coffee,Cake,Chocolates
1/14/2017,13:48:20,4444,Coffee,Mineral water,CaramelBites
1/14/2017,13:48:20,4445,Brownie,Chocolates,Hot chocolate
1/14/2017,14:01:27,4446,Coffee,CaramelBites,Cookies
1/14/2017,14:01:27,4447,Brownie,Brownie,Coffee
1/14/2017,14:01:27,4448,Juice,Chocolates,Cookies
1/14/2017,14:03:34,4449,Coffee,Cookies,Cookies
1/14/2017,14:03:34,4450,Coffee,Tea,Cookies
1/14/2017,14:03:34,4451,Tea,Coffee,Cake
1/14/2017,14:03:34,4452,Cake,Cake,Coffee
1/14/2017,14:11:38,4453,Coffee,Coffee,Brownie
1/14/2017,14:15:34,4454,Juice,CaramelBites,Brownie
1/14/2017,14:15:34,4455,Hot chocolate,Mineral water,Hot chocolate
1/14/2017,14:15:34,4456,Coffee,Tea,Coffee
1/14/2017,14:18:34,4457,Brownie,Brownie,CaramelBites
1/14/2017,14:30:22,4458,Coffee,Mineral water,Mineral water
1/14/2017,14:30:22,4459,Coffee,Tea,Tea
1/14/2017,14:30:22,4460,Cake,Tea,Coffee
1/14/2017,14:32:14,4461,Coffee,Chocolates,Coffee
1/14/2017,14:36:53,4462,Tea,Tea,Hot chocolate
1/14/2017,14:39:18,4463,Coffee,Chocolates,Brownie
1/14/2017,14:50:59,4464,Tea,Chocolates,Juice
1/14/2017,14:57:12,4465,Coffee,Hot chocolate,Tea
1/14/2017,15:48:35,4466,Cake,Tea,CaramelBites
1/14/2017,15:58:32,4467,Coffee,Tea,Juice
1/14/2017,15:58:32,4468,Cake,CaramelBites,Tea
1/14/2017,15:59:18,4469,Mineral water,Cookies,Tea
1/14/2017,16:20:29,4470,Tea,Juice,Chocolates
1/14/2017,16:45:16,4471,Cake,Tea,Brownie
1/14/2017,16:56:13,4472,Cookies,CaramelBites,CaramelBites
1/14/2017,16:57:58,4473,Coffee,Coffee,CaramelBites
1/14/2017,16:57:58,4474,Cake,Brownie,Chocolates
1/15/2017,9:43:12,4475,Coffee,Mineral water,Tea
1/15/2017,9:43:12,4476,Cake,Hot chocolate,Cookies
1/15/2017,10:05:53,4477,Cake,Cookies,Coffee
1/15/2017,10:36:43,4478,Coffee,Chocolates,Cookies
1/15/2017,10:38:20,4479,Tea,Cake,Brownie
1/15/2017,10:39:21,4480,Coffee,Hot chocolate,Brownie
1/15/2017,10:42:50,4481,Coffee,Juice,Cake
1/15/2017,11:11:29,4482,Coffee,Hot chocolate,Cookies
1/15/2017,11:19:32,4483,Coffee,Cake,CaramelBites
1/15/2017,11:19:32,4484,Coffee,Mineral water,Hot chocolate
1/15/2017,11:36:55,4485,Coffee,Brownie,Juice
1/15/2017,11:36:55,4486,Coffee,Juice,Juice
1/15/2017,11:36:55,4487,Juice,Chocolates,Hot chocolate
1/15/2017,11:36:55,4488,Cake,Tea,Juice
1/15/2017,11:37:56,4489,Coffee,Coffee,CaramelBites
1/15/2017,11:56:30,4490,Coffee,Brownie,Hot chocolate
1/15/2017,11:56:30,4491,Coffee,Cookies,Tea
1/15/2017,12:17:16,4492,Coffee,Mineral water,Tea
1/15/2017,12:29:25,4493,Coffee,Mineral water,Coffee
1/15/2017,12:51:52,4494,Coffee,CaramelBites,Juice
1/15/2017,13:08:45,4495,Coffee,Coffee,Cookies
1/15/2017,13:12:20,4496,Juice,Cake,Chocolates
1/15/2017,13:12:20,4497,Brownie,Mineral water,CaramelBites
1/15/2017,13:19:23,4498,Coffee,CaramelBites,Hot chocolate
1/15/2017,13:26:19,4499,Coffee,Coffee,CaramelBites
1/15/2017,13:26:19,4500,Cake,Cake,Brownie
1/15/2017,13:45:43,4501,Coffee,Juice,Juice
1/15/2017,14:00:55,4502,Coffee,Chocolates,Chocolates
1/15/2017,14:00:55,4503,Cake,Chocolates,Hot chocolate
1/15/2017,14:04:43,4504,Tea,Cake,Mineral water
1/15/2017,14:04:43,4505,Coffee,Cake,CaramelBites
1/15/2017,14:18:51,4506,Coffee,Brownie,Cookies
1/15/2017,14:41:29,4507,Coffee,Coffee,Brownie
1/15/2017,14:41:29,4508,Tea,Juice,Mineral water
1/15/2017,14:41:29,4509,Juice,Hot chocolate,Cake
1/15/2017,14:58:18,4510,Mineral water,Cookies,Coffee
1/15/2017,15:00:32,4511,Coffee,Brownie,Coffee
1/15/2017,15:00:32,4512,Cookies,Juice,Mineral water
1/15/2017,15:26:30,4513,Coffee,Brownie,Juice
1/15/2017,15:39:50,4514,Coffee,Juice,Coffee
1/15/2017,15:58:59,4515,Coffee,Coffee,Cookies
1/15/2017,15:58:59,4516,Tea,Cake,Cookies
1/15/2017,15:58:59,4517,Cake,Mineral water,Mineral water
1/15/2017,16:04:24,4518,Coffee,Cookies,Coffee
1/15/2017,16:09:19,4519,Coffee,CaramelBites,Brownie
